Date,Ouverture,Plus Haut,Plus Bas,Ferme,Clôture Ajustée,Volume
6 janv. 2023,"126,01","130,29","124,89","129,62","128,27",87 754 700
5 janv. 2023,"127,13","127,77","124,76","125,02","123,72",80 962 700
4 janv. 2023,"126,89","128,66","125,08","126,36","125,05",89 113 600
3 janv. 2023,"130,28","130,90","124,17","125,07","123,77",112 117 500
30 déc. 2022,"128,41","129,95","127,43","129,93","128,58",77 034 200
29 déc. 2022,"127,99","130,48","127,73","129,61","128,26",75 703 700
28 déc. 2022,"129,67","131,03","125,87","126,04","124,73",85 438 400
27 déc. 2022,"131,38","131,41","128,72","130,03","128,68",69 007 800
23 déc. 2022,"130,92","132,42","129,64","131,86","130,49",63 814 900
22 déc. 2022,"134,35","134,56","130,30","132,23","130,85",77 852 100
21 déc. 2022,"132,98","136,81","132,75","135,45","134,04",85 928 000
20 déc. 2022,"131,39","133,25","129,89","132,30","130,92",77 432 800
19 déc. 2022,"135,11","135,20","131,32","132,37","130,99",79 592 600
16 déc. 2022,"136,69","137,65","133,73","134,51","133,11",160 156 900
15 déc. 2022,"141,11","141,80","136,03","136,50","135,08",98 931 900
14 déc. 2022,"145,35","146,66","141,16","143,21","141,72",82 291 200
13 déc. 2022,"149,50","149,97","144,24","145,47","143,96",93 886 200
12 déc. 2022,"142,70","144,50","141,06","144,49","142,99",70 462 700
9 déc. 2022,"142,34","145,57","140,90","142,16","140,68",76 097 000
8 déc. 2022,"142,36","143,52","141,10","142,65","141,17",62 128 300
7 déc. 2022,"142,19","143,37","140,00","140,94","139,47",69 721 100
6 déc. 2022,"147,07","147,30","141,92","142,91","141,42",64 727 200
5 déc. 2022,"147,77","150,92","145,77","146,63","145,10",68 826 400
2 déc. 2022,"145,96","148,00","145,65","147,81","146,27",65 447 400
1 déc. 2022,"148,21","149,13","146,61","148,31","146,77",71 250 400
30 nov. 2022,"141,40","148,72","140,55","148,03","146,49",111 380 900
29 nov. 2022,"144,29","144,81","140,35","141,17","139,70",83 763 800
28 nov. 2022,"145,14","146,64","143,38","144,22","142,72",69 246 000
25 nov. 2022,"148,31","148,88","147,12","148,11","146,57",35 195 900
23 nov. 2022,"149,45","151,83","149,34","151,07","149,50",58 301 400
22 nov. 2022,"148,13","150,42","146,93","150,18","148,62",51 804 100
21 nov. 2022,"150,16","150,37","147,72","148,01","146,47",58 724 100
18 nov. 2022,"152,31","152,70","149,97","151,29","149,72",74 829 600
17 nov. 2022,"146,43","151,48","146,15","150,72","149,15",80 389 400
16 nov. 2022,"149,13","149,87","147,29","148,79","147,24",64 218 300
15 nov. 2022,"152,22","153,59","148,56","150,04","148,48",89 868 300
14 nov. 2022,"148,97","150,28","147,43","148,28","146,74",73 374 100
11 nov. 2022,"145,82","150,01","144,37","149,70","148,14",93 979 700
10 nov. 2022,"141,24","146,87","139,50","146,87","145,34",118 854 000
9 nov. 2022,"138,50","138,55","134,59","134,87","133,47",74 917 800
8 nov. 2022,"140,41","141,43","137,49","139,50","138,05",89 908 500
7 nov. 2022,"137,11","139,15","135,67","138,92","137,47",83 374 600
4 nov. 2022,"142,09","142,67","134,38","138,38","136,94",140 814 800
3 nov. 2022,"142,06","142,80","138,75","138,88","137,21",97 918 500
2 nov. 2022,"148,95","152,17","145,00","145,03","143,28",93 604 600
1 nov. 2022,"155,08","155,45","149,13","150,65","148,84",80 379 300
31 oct. 2022,"153,16","154,24","151,92","153,34","151,49",97 943 200
28 oct. 2022,"148,20","157,50","147,82","155,74","153,86",164 762 400
27 oct. 2022,"148,07","149,05","144,13","144,80","143,06",109 180 200
26 oct. 2022,"150,96","151,99","148,04","149,35","147,55",88 194 300
25 oct. 2022,"150,09","152,49","149,36","152,34","150,50",74 732 300
24 oct. 2022,"147,19","150,23","146,00","149,45","147,65",75 981 900
21 oct. 2022,"142,87","147,85","142,65","147,27","145,50",86 548 600
20 oct. 2022,"143,02","145,89","142,65","143,39","141,66",64 522 000
19 oct. 2022,"141,69","144,95","141,50","143,86","142,13",61 758 300
18 oct. 2022,"145,49","146,70","140,61","143,75","142,02",99 136 600
17 oct. 2022,"141,07","142,90","140,27","142,41","140,69",85 250 900
14 oct. 2022,"144,31","144,52","138,19","138,38","136,71",88 598 000
13 oct. 2022,"134,99","143,59","134,37","142,99","141,27",113 224 000
12 oct. 2022,"139,13","140,36","138,16","138,34","136,67",70 433 700
11 oct. 2022,"139,90","141,35","138,22","138,98","137,31",77 033 700
10 oct. 2022,"140,42","141,89","138,57","140,42","138,73",74 899 000
7 oct. 2022,"142,54","143,10","139,45","140,09","138,40",85 925 600
6 oct. 2022,"145,81","147,54","145,22","145,43","143,68",68 402 200
5 oct. 2022,"144,07","147,38","143,01","146,40","144,64",79 471 000
4 oct. 2022,"145,03","146,22","144,26","146,10","144,34",87 830 100
3 oct. 2022,"138,21","143,07","137,69","142,45","140,73",114 311 700
30 sept. 2022,"141,28","143,10","138,00","138,20","136,54",124 925 300
29 sept. 2022,"146,10","146,72","140,68","142,48","140,76",128 138 200
28 sept. 2022,"147,64","150,64","144,84","149,84","148,04",146 691 400
27 sept. 2022,"152,74","154,72","149,95","151,76","149,93",84 442 700
26 sept. 2022,"149,66","153,77","149,64","150,77","148,95",93 339 400
23 sept. 2022,"151,19","151,47","148,56","150,43","148,62",96 029 900
22 sept. 2022,"152,38","154,47","150,91","152,74","150,90",86 652 500
21 sept. 2022,"157,34","158,74","153,60","153,72","151,87",101 696 800
20 sept. 2022,"153,40","158,08","153,08","156,90","155,01",107 689 800
19 sept. 2022,"149,31","154,56","149,10","154,48","152,62",81 474 200
16 sept. 2022,"151,21","151,35","148,37","150,70","148,88",162 278 800
15 sept. 2022,"154,65","155,24","151,38","152,37","150,53",90 481 100
14 sept. 2022,"154,79","157,10","153,61","155,31","153,44",87 965 400
13 sept. 2022,"159,90","160,54","153,37","153,84","151,99",122 656 600
12 sept. 2022,"159,59","164,26","159,30","163,43","161,46",104 956 000
9 sept. 2022,"155,47","157,82","154,75","157,37","155,47",68 028 800
8 sept. 2022,"154,64","156,36","152,68","154,46","152,60",84 923 800
7 sept. 2022,"154,82","156,67","153,61","155,96","154,08",87 449 600
6 sept. 2022,"156,47","157,09","153,69","154,53","152,67",73 714 800
2 sept. 2022,"159,75","160,36","154,97","155,81","153,93",76 957 800
1 sept. 2022,"156,64","158,42","154,67","157,96","156,06",74 229 900
31 août 2022,"160,31","160,58","157,14","157,22","155,33",87 991 100
30 août 2022,"162,13","162,56","157,72","158,91","157,00",77 906 200
29 août 2022,"161,15","162,90","159,82","161,38","159,44",73 314 000
26 août 2022,"170,57","171,05","163,56","163,62","161,65",78 961 000
25 août 2022,"168,78","170,14","168,35","170,03","167,98",51 218 200
24 août 2022,"167,32","168,11","166,25","167,53","165,51",53 841 500
23 août 2022,"167,08","168,71","166,65","167,23","165,22",54 147 100
22 août 2022,"169,69","169,86","167,14","167,57","165,55",69 026 800
19 août 2022,"173,03","173,74","171,31","171,52","169,45",70 346 300
18 août 2022,"173,75","174,90","173,12","174,15","172,05",62 290 100
17 août 2022,"172,77","176,15","172,57","174,55","172,45",79 542 000
16 août 2022,"172,78","173,71","171,66","173,03","170,95",56 377 100
15 août 2022,"171,52","173,39","171,35","173,19","171,10",54 091 700
12 août 2022,"169,82","172,17","169,40","172,10","170,03",68 039 400
11 août 2022,"170,06","170,99","168,19","168,49","166,46",57 149 200
10 août 2022,"167,68","169,34","166,90","169,24","167,20",70 170 500
9 août 2022,"164,02","165,82","163,25","164,92","162,93",63 135 500
8 août 2022,"166,37","167,81","164,20","164,87","162,88",60 276 900
5 août 2022,"163,21","165,85","163,00","165,35","163,36",56 697 000
4 août 2022,"166,01","167,19","164,43","165,81","163,59",55 474 100
3 août 2022,"160,84","166,59","160,75","166,13","163,90",82 507 500
2 août 2022,"160,10","162,41","159,63","160,01","157,86",59 907 000
1 août 2022,"161,01","163,59","160,89","161,51","159,34",67 829 400
29 juil. 2022,"161,24","163,63","159,50","162,51","160,33",101 786 900
28 juil. 2022,"156,98","157,64","154,41","157,35","155,24",81 378 700
27 juil. 2022,"152,58","157,33","152,16","156,79","154,69",78 620 700
26 juil. 2022,"152,26","153,09","150,80","151,60","149,57",55 138 700
25 juil. 2022,"154,01","155,04","152,28","152,95","150,90",53 623 900
22 juil. 2022,"155,39","156,28","153,41","154,09","152,02",66 675 400
21 juil. 2022,"154,50","155,57","151,94","155,35","153,27",65 086 600
20 juil. 2022,"151,12","153,72","150,37","153,04","150,99",64 823 400
19 juil. 2022,"147,92","151,23","146,91","151,00","148,97",82 982 400
18 juil. 2022,"150,74","151,57","146,70","147,07","145,10",81 420 900
15 juil. 2022,"149,78","150,86","148,20","150,17","148,16",76 259 900
14 juil. 2022,"144,08","148,95","143,25","148,47","146,48",78 140 700
13 juil. 2022,"142,99","146,45","142,12","145,49","143,54",71 185 600
12 juil. 2022,"145,76","148,45","145,05","145,86","143,90",77 588 800
11 juil. 2022,"145,67","146,64","143,78","144,87","142,93",63 141 600
8 juil. 2022,"145,26","147,55","145,00","147,04","145,07",64 547 800
7 juil. 2022,"143,29","146,55","143,28","146,35","144,39",66 253 700
6 juil. 2022,"141,35","144,12","141,08","142,92","141,00",74 064 300
5 juil. 2022,"137,77","141,61","136,93","141,56","139,66",73 353 800
1 juil. 2022,"136,04","139,04","135,66","138,93","137,07",71 051 600
30 juin 2022,"137,25","138,37","133,77","136,72","134,89",98 964 500
29 juin 2022,"137,46","140,67","136,67","139,23","137,36",66 242 400
28 juin 2022,"142,13","143,42","137,32","137,44","135,60",67 083 400
27 juin 2022,"142,70","143,49","140,97","141,66","139,76",70 207 900
24 juin 2022,"139,90","141,91","139,77","141,66","139,76",89 116 800
23 juin 2022,"136,82","138,59","135,63","138,27","136,41",72 433 800
22 juin 2022,"134,79","137,76","133,91","135,35","133,53",73 409 200
21 juin 2022,"133,42","137,06","133,32","135,87","134,05",81 000 500
17 juin 2022,"130,07","133,08","129,81","131,56","129,80",134 520 300
16 juin 2022,"132,08","132,39","129,04","130,06","128,32",108 123 900
15 juin 2022,"134,29","137,34","132,16","135,43","133,61",91 533 000
14 juin 2022,"133,13","133,89","131,48","132,76","130,98",84 784 300
13 juin 2022,"132,87","135,20","131,44","131,88","130,11",122 207 100
10 juin 2022,"140,28","140,76","137,06","137,13","135,29",91 437 900
9 juin 2022,"147,08","147,95","142,53","142,64","140,73",69 473 000
8 juin 2022,"148,58","149,87","147,46","147,96","145,98",53 950 200
7 juin 2022,"144,35","149,00","144,10","148,71","146,71",67 808 200
6 juin 2022,"147,03","148,57","144,90","146,14","144,18",71 598 400
3 juin 2022,"146,90","147,97","144,46","145,38","143,43",88 570 300
2 juin 2022,"147,83","151,27","146,86","151,21","149,18",72 348 100
1 juin 2022,"149,90","151,74","147,68","148,71","146,71",74 286 600
31 mai 2022,"149,07","150,66","146,84","148,84","146,84",103 718 400
27 mai 2022,"145,39","149,68","145,26","149,64","147,63",90 978 500
26 mai 2022,"137,39","144,34","137,14","143,78","141,85",90 601 500
25 mai 2022,"138,43","141,79","138,34","140,52","138,63",92 482 700
24 mai 2022,"140,81","141,97","137,33","140,36","138,48",104 132 700
23 mai 2022,"137,79","143,26","137,65","143,11","141,19",117 726 300
20 mai 2022,"139,09","140,70","132,61","137,59","135,74",137 426 100
19 mai 2022,"139,88","141,66","136,60","137,35","135,51",136 095 600
18 mai 2022,"146,85","147,36","139,90","140,82","138,93",109 742 900
17 mai 2022,"148,86","149,77","146,68","149,24","147,24",78 336 300
16 mai 2022,"145,55","147,52","144,18","145,54","143,59",86 643 800
13 mai 2022,"144,59","148,10","143,11","147,11","145,14",113 990 900
12 mai 2022,"142,77","146,20","138,80","142,56","140,65",182 602 000
11 mai 2022,"153,50","155,45","145,81","146,50","144,53",142 689 800
10 mai 2022,"155,52","156,74","152,93","154,51","152,44",115 366 700
9 mai 2022,"154,93","155,83","151,49","152,06","150,02",131 577 900
6 mai 2022,"156,01","159,44","154,18","157,28","155,17",116 124 600
5 mai 2022,"163,85","164,08","154,95","156,77","154,44",130 525 300
4 mai 2022,"159,67","166,48","159,26","166,02","163,55",108 256 500
3 mai 2022,"158,15","160,71","156,32","159,48","157,11",88 966 500
2 mai 2022,"156,71","158,23","153,27","157,96","155,61",123 055 300
29 avr. 2022,"161,84","166,20","157,25","157,65","155,31",131 747 600
28 avr. 2022,"159,25","164,52","158,93","163,64","161,21",130 216 800
27 avr. 2022,"155,91","159,79","155,38","156,57","154,24",88 063 200
26 avr. 2022,"162,25","162,34","156,72","156,80","154,47",95 623 200
25 avr. 2022,"161,12","163,17","158,46","162,88","160,46",96 046 400
22 avr. 2022,"166,46","167,87","161,50","161,79","159,39",84 882 400
21 avr. 2022,"168,91","171,53","165,91","166,42","163,95",87 227 800
20 avr. 2022,"168,76","168,88","166,10","167,23","164,74",67 929 800
19 avr. 2022,"165,02","167,82","163,91","167,40","164,91",67 723 800
18 avr. 2022,"163,92","166,60","163,57","165,07","162,62",69 023 900
14 avr. 2022,"170,62","171,27","165,04","165,29","162,83",75 329 400
13 avr. 2022,"167,39","171,04","166,77","170,40","167,87",70 618 900
12 avr. 2022,"168,02","169,87","166,64","167,66","165,17",79 265 200
11 avr. 2022,"168,71","169,03","165,50","165,75","163,29",72 246 700
8 avr. 2022,"171,78","171,78","169,20","170,09","167,56",76 575 500
7 avr. 2022,"171,16","173,36","169,85","172,14","169,58",77 594 700
6 avr. 2022,"172,36","173,63","170,13","171,83","169,28",89 058 800
5 avr. 2022,"177,50","178,30","174,42","175,06","172,46",73 401 800
4 avr. 2022,"174,57","178,49","174,44","178,44","175,79",76 468 400
1 avr. 2022,"174,03","174,88","171,94","174,31","171,72",78 751 300
31 mars 2022,"177,84","178,03","174,40","174,61","172,01",103 049 300
30 mars 2022,"178,55","179,61","176,70","177,77","175,13",92 633 200
29 mars 2022,"176,69","179,01","176,34","178,96","176,30",100 589 400
28 mars 2022,"172,17","175,73","172,00","175,60","172,99",90 371 900
25 mars 2022,"173,88","175,28","172,75","174,72","172,12",80 546 200
24 mars 2022,"171,06","174,14","170,21","174,07","171,48",90 131 400
23 mars 2022,"167,99","172,64","167,65","170,21","167,68",98 062 700
22 mars 2022,"165,51","169,42","164,91","168,82","166,31",81 532 000
21 mars 2022,"163,51","166,35","163,01","165,38","162,92",95 811 400
18 mars 2022,"160,51","164,48","159,76","163,98","161,54",123 511 700
17 mars 2022,"158,61","161,00","157,63","160,62","158,23",75 615 400
16 mars 2022,"157,05","160,00","154,46","159,59","157,22",102 300 200
15 mars 2022,"150,90","155,57","150,38","155,09","152,78",92 964 300
14 mars 2022,"151,45","154,12","150,10","150,62","148,38",108 732 100
11 mars 2022,"158,93","159,28","154,50","154,73","152,43",96 970 100
10 mars 2022,"160,20","160,39","155,98","158,52","156,16",105 342 000
9 mars 2022,"161,48","163,41","159,41","162,95","160,53",91 454 900
8 mars 2022,"158,82","162,88","155,80","157,44","155,10",131 148 300
7 mars 2022,"163,36","165,02","159,04","159,30","156,93",96 418 800
4 mars 2022,"164,49","165,55","162,10","163,17","160,74",83 737 200
3 mars 2022,"168,47","168,91","165,55","166,23","163,76",76 678 400
2 mars 2022,"164,39","167,36","162,95","166,56","164,08",79 724 800
1 mars 2022,"164,70","166,60","161,97","163,20","160,77",83 474 400
28 févr. 2022,"163,06","165,42","162,43","165,12","162,67",95 056 600
25 févr. 2022,"163,84","165,12","160,87","164,85","162,40",91 974 200
24 févr. 2022,"152,58","162,85","152,00","162,74","160,32",141 147 500
23 févr. 2022,"165,54","166,15","159,75","160,07","157,69",90 009 200
22 févr. 2022,"164,98","166,69","162,15","164,32","161,88",91 162 800
18 févr. 2022,"169,82","170,54","166,19","167,30","164,81",82 772 700
17 févr. 2022,"171,03","171,91","168,47","168,88","166,37",69 589 300
16 févr. 2022,"171,85","173,34","170,05","172,55","169,99",61 177 400
15 févr. 2022,"170,97","172,95","170,25","172,79","170,22",62 527 400
14 févr. 2022,"167,37","169,58","166,56","168,88","166,37",86 185 500
11 févr. 2022,"172,33","173,08","168,04","168,64","166,13",98 670 700
10 févr. 2022,"174,14","175,48","171,55","172,12","169,56",90 865 900
9 févr. 2022,"176,05","176,65","174,90","176,28","173,66",71 285 000
8 févr. 2022,"171,73","175,35","171,43","174,83","172,23",74 829 200
7 févr. 2022,"172,86","173,95","170,95","171,66","169,11",77 251 200
4 févr. 2022,"171,68","174,10","170,68","172,39","169,83",82 465 400
3 févr. 2022,"174,48","176,24","172,12","172,90","170,11",89 418 100
2 févr. 2022,"174,75","175,88","173,33","175,84","173,01",84 914 300
1 févr. 2022,"174,01","174,84","172,31","174,61","171,80",86 213 900
31 janv. 2022,"170,16","175,00","169,51","174,78","171,96",115 541 600
28 janv. 2022,"165,71","170,35","162,80","170,33","167,58",179 935 700
27 janv. 2022,"162,45","163,84","158,28","159,22","156,65",121 954 600
26 janv. 2022,"163,50","164,39","157,82","159,69","157,12",108 275 300
25 janv. 2022,"158,98","162,76","157,02","159,78","157,20",115 798 400
24 janv. 2022,"160,02","162,30","154,70","161,62","159,02",162 294 600
21 janv. 2022,"164,42","166,33","162,30","162,41","159,79",122 848 900
20 janv. 2022,"166,98","169,68","164,18","164,51","161,86",91 420 500
19 janv. 2022,"170,00","171,08","165,94","166,23","163,55",94 815 000
18 janv. 2022,"171,51","172,54","169,41","169,80","167,06",90 956 700
14 janv. 2022,"171,34","173,78","171,09","173,07","170,28",80 440 800
13 janv. 2022,"175,78","176,62","171,79","172,19","169,41",84 505 800
12 janv. 2022,"176,12","177,18","174,82","175,53","172,70",74 805 200
11 janv. 2022,"172,32","175,18","170,82","175,08","172,26",76 138 300
10 janv. 2022,"169,08","172,50","168,17","172,19","169,41",106 765 600
7 janv. 2022,"172,89","174,14","171,03","172,17","169,40",86 709 100
6 janv. 2022,"172,70","175,30","171,64","172,00","169,23",96 904 000
5 janv. 2022,"179,61","180,17","174,64","174,92","172,10",94 537 600
4 janv. 2022,"182,63","182,94","179,12","179,70","176,80",99 310 400
3 janv. 2022,"177,83","182,88","177,71","182,01","179,08",104 487 900
31 déc. 2021,"178,09","179,23","177,26","177,57","174,71",64 062 300
30 déc. 2021,"179,47","180,57","178,09","178,20","175,33",59 773 000
29 déc. 2021,"179,33","180,63","178,14","179,38","176,49",62 348 900
28 déc. 2021,"180,16","181,33","178,53","179,29","176,40",79 144 300
27 déc. 2021,"177,09","180,42","177,07","180,33","177,42",74 919 600
23 déc. 2021,"175,85","176,85","175,27","176,28","173,44",68 356 600
22 déc. 2021,"173,04","175,86","172,15","175,64","172,81",92 135 300
21 déc. 2021,"171,56","173,20","169,12","172,99","170,20",91 185 900
20 déc. 2021,"168,28","170,58","167,46","169,75","167,01",107 499 100
17 déc. 2021,"169,93","173,47","169,69","171,14","168,38",195 432 700
16 déc. 2021,"179,28","181,14","170,75","172,26","169,48",150 185 800
15 déc. 2021,"175,11","179,50","172,31","179,30","176,41",131 063 300
14 déc. 2021,"175,25","177,74","172,21","174,33","171,52",139 380 400
13 déc. 2021,"181,12","182,13","175,53","175,74","172,91",153 237 000
10 déc. 2021,"175,21","179,63","174,69","179,45","176,56",115 402 700
9 déc. 2021,"174,91","176,75","173,92","174,56","171,75",108 923 700
8 déc. 2021,"172,13","175,96","170,70","175,08","172,26",116 998 900
7 déc. 2021,"169,08","171,58","168,34","171,18","168,42",120 405 400
6 déc. 2021,"164,29","167,88","164,28","165,32","162,66",107 497 000
3 déc. 2021,"164,02","164,96","159,72","161,84","159,23",118 023 100
2 déc. 2021,"158,74","164,20","157,80","163,76","161,12",136 739 200
1 déc. 2021,"167,48","170,30","164,53","164,77","162,11",152 052 500
30 nov. 2021,"159,99","165,52","159,92","165,30","162,64",174 048 100
29 nov. 2021,"159,37","161,19","158,79","160,24","157,66",88 748 200
26 nov. 2021,"159,57","160,45","156,36","156,81","154,28",76 959 800
24 nov. 2021,"160,75","162,14","159,64","161,94","159,33",69 463 600
23 nov. 2021,"161,12","161,80","159,06","161,41","158,81",96 041 900
22 nov. 2021,"161,68","165,70","161,00","161,02","158,42",117 467 900
19 nov. 2021,"157,65","161,02","156,53","160,55","157,96",117 305 600
18 nov. 2021,"153,71","158,67","153,05","157,87","155,33",137 827 700
17 nov. 2021,"151,00","155,00","150,99","153,49","151,02",88 807 000
16 nov. 2021,"149,94","151,49","149,34","151,00","148,57",59 256 200
15 nov. 2021,"150,37","151,88","149,43","150,00","147,58",59 222 800
12 nov. 2021,"148,43","150,40","147,48","149,99","147,57",63 804 000
11 nov. 2021,"148,96","149,43","147,68","147,87","145,49",41 000 000
10 nov. 2021,"150,02","150,13","147,85","147,92","145,54",65 187 100
9 nov. 2021,"150,20","151,43","150,06","150,81","148,38",56 787 900
8 nov. 2021,"151,41","151,57","150,16","150,44","148,02",55 020 900
5 nov. 2021,"151,89","152,20","150,06","151,28","148,84",65 463 900
4 nov. 2021,"151,58","152,43","150,64","150,96","148,31",60 394 600
3 nov. 2021,"150,39","151,97","149,82","151,49","148,83",54 511 500
2 nov. 2021,"148,66","151,57","148,65","150,02","147,39",69 122 000
1 nov. 2021,"148,99","149,70","147,80","148,96","146,35",74 588 300
29 oct. 2021,"147,22","149,94","146,41","149,80","147,17",124 953 200
28 oct. 2021,"149,82","153,17","149,72","152,57","149,89",100 077 900
27 oct. 2021,"149,36","149,73","148,49","148,85","146,24",56 094 900
26 oct. 2021,"149,33","150,84","149,01","149,32","146,70",60 893 400
25 oct. 2021,"148,68","149,37","147,62","148,64","146,03",50 720 600
22 oct. 2021,"149,69","150,18","148,64","148,69","146,08",58 883 400
21 oct. 2021,"148,81","149,64","147,87","149,48","146,86",61 421 000
20 oct. 2021,"148,70","149,75","148,12","149,26","146,64",58 418 800
19 oct. 2021,"147,01","149,17","146,55","148,76","146,15",76 378 900
18 oct. 2021,"143,45","146,84","143,16","146,55","143,98",85 589 200
15 oct. 2021,"143,77","144,90","143,51","144,84","142,30",67 940 300
14 oct. 2021,"142,11","143,88","141,51","143,76","141,24",69 907 100
13 oct. 2021,"141,24","141,40","139,20","140,91","138,44",78 762 700
12 oct. 2021,"143,23","143,25","141,04","141,51","139,03",73 035 900
11 oct. 2021,"142,27","144,81","141,81","142,81","140,30",64 452 200
8 oct. 2021,"144,03","144,18","142,56","142,90","140,39",58 773 200
7 oct. 2021,"143,06","144,22","142,72","143,29","140,78",61 732 700
6 oct. 2021,"139,47","142,15","138,37","142,00","139,51",83 221 100
5 oct. 2021,"139,49","142,24","139,36","141,11","138,63",80 861 100
4 oct. 2021,"141,76","142,21","138,27","139,14","136,70",98 322 000
1 oct. 2021,"141,90","142,92","139,11","142,65","140,15",94 639 600
30 sept. 2021,"143,66","144,38","141,28","141,50","139,02",89 056 700
29 sept. 2021,"142,47","144,45","142,03","142,83","140,32",74 602 000
28 sept. 2021,"143,25","144,75","141,69","141,91","139,42",108 972 300
27 sept. 2021,"145,47","145,96","143,82","145,37","142,82",74 150 700
24 sept. 2021,"145,66","147,47","145,56","146,92","144,34",53 477 900
23 sept. 2021,"146,65","147,08","145,64","146,83","144,25",64 838 200
22 sept. 2021,"144,45","146,43","143,70","145,85","143,29",76 404 300
21 sept. 2021,"143,93","144,60","142,78","143,43","140,91",75 834 000
20 sept. 2021,"143,80","144,84","141,27","142,94","140,43",123 478 900
17 sept. 2021,"148,82","148,82","145,76","146,06","143,50",129 868 800
16 sept. 2021,"148,44","148,97","147,22","148,79","146,18",68 034 100
15 sept. 2021,"148,56","149,44","146,37","149,03","146,41",83 281 300
14 sept. 2021,"150,35","151,07","146,91","148,12","145,52",109 296 300
13 sept. 2021,"150,63","151,42","148,75","149,55","146,93",102 404 300
10 sept. 2021,"155,00","155,48","148,70","148,97","146,36",140 893 200
9 sept. 2021,"155,49","156,11","153,95","154,07","151,37",57 305 700
8 sept. 2021,"156,98","157,04","153,98","155,11","152,39",74 420 200
7 sept. 2021,"154,97","157,26","154,39","156,69","153,94",82 278 300
3 sept. 2021,"153,76","154,63","153,09","154,30","151,59",57 808 700
2 sept. 2021,"153,87","154,72","152,40","153,65","150,95",71 115 500
1 sept. 2021,"152,83","154,98","152,34","152,51","149,83",80 313 700
31 août 2021,"152,66","152,80","151,29","151,83","149,17",86 453 100
30 août 2021,"149,00","153,49","148,61","153,12","150,43",90 956 700
27 août 2021,"147,48","148,75","146,83","148,60","145,99",55 802 400
26 août 2021,"148,35","149,12","147,51","147,54","144,95",48 597 200
25 août 2021,"149,81","150,32","147,80","148,36","145,76",58 991 300
24 août 2021,"149,45","150,86","149,15","149,62","146,99",48 606 400
23 août 2021,"148,31","150,19","147,89","149,71","147,08",60 131 800
20 août 2021,"147,44","148,50","146,78","148,19","145,59",60 549 600
19 août 2021,"145,03","148,00","144,50","146,70","144,13",86 960 300
18 août 2021,"149,80","150,72","146,15","146,36","143,79",86 326 000
17 août 2021,"150,23","151,68","149,09","150,19","147,55",92 229 700
16 août 2021,"148,54","151,19","146,47","151,12","148,47",103 296 000
13 août 2021,"148,97","149,44","148,27","149,10","146,48",59 375 000
12 août 2021,"146,19","149,05","145,84","148,89","146,28",72 282 600
11 août 2021,"146,05","146,72","145,53","145,86","143,30",48 493 500
10 août 2021,"146,44","147,71","145,30","145,60","143,04",69 023 100
9 août 2021,"146,20","146,70","145,52","146,09","143,53",48 908 700
6 août 2021,"146,35","147,11","145,63","146,14","143,58",54 126 800
5 août 2021,"146,98","147,84","146,17","147,06","144,26",46 397 700
4 août 2021,"147,27","147,79","146,28","146,95","144,15",56 368 300
3 août 2021,"145,81","148,04","145,18","147,36","144,56",64 786 600
2 août 2021,"146,36","146,95","145,25","145,52","142,75",62 880 000
30 juil. 2021,"144,38","146,33","144,11","145,86","143,09",70 440 600
29 juil. 2021,"144,69","146,55","144,58","145,64","142,87",56 699 500
28 juil. 2021,"144,81","146,97","142,54","144,98","142,22",118 931 200
27 juil. 2021,"149,12","149,21","145,55","146,77","143,98",104 818 600
26 juil. 2021,"148,27","149,83","147,70","148,99","146,16",72 434 100
23 juil. 2021,"147,55","148,72","146,92","148,56","145,73",71 447 400
22 juil. 2021,"145,94","148,20","145,81","146,80","144,01",77 338 200
21 juil. 2021,"145,53","146,13","144,63","145,40","142,63",74 993 500
20 juil. 2021,"143,46","147,10","142,96","146,15","143,37",96 350 000
19 juil. 2021,"143,75","144,07","141,67","142,45","139,74",121 434 600
16 juil. 2021,"148,46","149,76","145,88","146,39","143,61",93 251 400
15 juil. 2021,"149,24","150,00","147,09","148,48","145,66",106 820 300
14 juil. 2021,"148,10","149,57","147,68","149,15","146,31",127 050 800
13 juil. 2021,"144,03","147,46","143,63","145,64","142,87",100 827 100
12 juil. 2021,"146,21","146,32","144,00","144,50","141,75",76 299 700
9 juil. 2021,"142,75","145,65","142,65","145,11","142,35",99 890 800
8 juil. 2021,"141,58","144,06","140,67","143,24","140,52",105 575 500
7 juil. 2021,"143,54","144,89","142,66","144,57","141,82",104 911 600
6 juil. 2021,"140,07","143,15","140,07","142,02","139,32",108 181 800
2 juil. 2021,"137,90","140,00","137,75","139,96","137,30",78 852 600
1 juil. 2021,"136,60","137,33","135,76","137,27","134,66",52 485 800
30 juin 2021,"136,17","137,41","135,87","136,96","134,35",63 261 400
29 juin 2021,"134,80","136,49","134,35","136,33","133,74",64 556 100
28 juin 2021,"133,41","135,25","133,35","134,78","132,22",62 111 300
25 juin 2021,"133,46","133,89","132,81","133,11","130,58",70 783 700
24 juin 2021,"134,45","134,64","132,93","133,41","130,87",68 711 000
23 juin 2021,"133,77","134,32","133,23","133,70","131,16",60 214 200
22 juin 2021,"132,13","134,08","131,62","133,98","131,43",74 783 600
21 juin 2021,"130,30","132,41","129,21","132,30","129,78",79 663 300
18 juin 2021,"130,71","131,51","130,24","130,46","127,98",108 953 300
