Date,Ouverture,Plus Haut,Plus Bas,Ferme,Clôture Ajustée,Volume
31 juil. 2024,"221,44","223,82","220,63","222,08","221,58",50 036 300
30 juil. 2024,"219,19","220,33","216,12","218,80","218,31",41 643 800
29 juil. 2024,"216,96","219,30","215,75","218,24","217,75",36 311 800
26 juil. 2024,"218,70","219,49","216,01","217,96","217,47",41 601 300
25 juil. 2024,"218,93","220,85","214,62","217,49","217,00",51 391 200
24 juil. 2024,"224,00","224,80","217,13","218,54","218,05",61 777 600
23 juil. 2024,"224,37","226,94","222,68","225,01","224,50",39 960 300
22 juil. 2024,"227,01","227,78","223,09","223,96","223,46",48 201 800
19 juil. 2024,"224,82","226,80","223,28","224,31","223,80",49 151 500
18 juil. 2024,"230,28","230,44","222,27","224,18","223,67",66 034 600
17 juil. 2024,"229,45","231,46","226,64","228,88","228,36",57 345 900
16 juil. 2024,"235,00","236,27","232,33","234,82","234,29",43 234 300
15 juil. 2024,"236,48","237,23","233,09","234,40","233,87",62 631 300
12 juil. 2024,"228,92","232,64","228,68","230,54","230,02",53 046 500
11 juil. 2024,"231,39","232,39","225,77","227,57","227,06",64 710 600
10 juil. 2024,"229,30","233,08","229,25","232,98","232,45",62 627 700
9 juil. 2024,"227,93","229,40","226,37","228,68","228,16",48 076 100
8 juil. 2024,"227,09","227,85","223,25","227,82","227,31",59 085 900
5 juil. 2024,"221,65","226,45","221,65","226,34","225,83",60 412 400
3 juil. 2024,"220,00","221,55","219,03","221,55","221,05",37 369 800
2 juil. 2024,"216,15","220,38","215,10","220,27","219,77",58 046 200
1 juil. 2024,"212,09","217,51","211,92","216,75","216,26",60 402 900
28 juin 2024,"215,77","216,07","210,30","210,62","210,15",82 542 700
27 juin 2024,"214,69","215,74","212,35","214,10","213,62",49 772 700
26 juin 2024,"211,50","214,86","210,64","213,25","212,77",66 213 200
25 juin 2024,"209,15","211,38","208,61","209,07","208,60",56 713 900
24 juin 2024,"207,72","212,70","206,59","208,14","207,67",80 727 000
21 juin 2024,"210,39","211,89","207,11","207,49","207,02",246 421 400
20 juin 2024,"213,93","214,24","208,85","209,68","209,21",86 172 500
18 juin 2024,"217,59","218,63","213,00","214,29","213,81",79 943 300
17 juin 2024,"213,37","218,95","212,72","216,67","216,18",93 728 300
14 juin 2024,"213,85","215,17","211,30","212,49","212,01",70 122 700
13 juin 2024,"214,74","216,75","211,60","214,24","213,76",97 862 700
12 juin 2024,"207,37","220,20","206,90","213,07","212,59",198 134 300
11 juin 2024,"193,65","207,16","193,63","207,15","206,68",172 373 300
10 juin 2024,"196,90","197,30","192,15","193,12","192,68",97 262 100
7 juin 2024,"194,65","196,94","194,14","196,89","196,45",53 103 900
6 juin 2024,"195,69","196,50","194,17","194,48","194,04",41 181 800
5 juin 2024,"195,40","196,90","194,87","195,87","195,43",54 156 800
4 juin 2024,"194,64","195,32","193,03","194,35","193,91",47 471 400
3 juin 2024,"192,90","194,99","192,52","194,03","193,59",50 080 500
31 mai 2024,"191,44","192,57","189,91","192,25","191,82",75 158 300
30 mai 2024,"190,76","192,18","190,63","191,29","190,86",49 947 900
29 mai 2024,"189,61","192,25","189,51","190,29","189,86",53 068 000
28 mai 2024,"191,51","193,00","189,10","189,99","189,56",52 280 100
24 mai 2024,"188,82","190,58","188,04","189,98","189,55",36 294 600
23 mai 2024,"190,98","191,00","186,63","186,88","186,46",51 005 900
22 mai 2024,"192,27","192,82","190,27","190,90","190,47",34 648 500
21 mai 2024,"191,09","192,73","190,92","192,35","191,92",42 309 400
20 mai 2024,"189,33","191,92","189,01","191,04","190,61",44 361 300
17 mai 2024,"189,51","190,81","189,18","189,87","189,44",41 282 900
16 mai 2024,"190,47","191,10","189,66","189,84","189,41",52 845 200
15 mai 2024,"187,91","190,65","187,37","189,72","189,29",70 400 000
14 mai 2024,"187,51","188,30","186,29","187,43","187,01",52 393 600
13 mai 2024,"185,44","187,10","184,62","186,28","185,86",72 044 800
10 mai 2024,"184,90","185,09","182,13","183,05","182,64",50 759 500
9 mai 2024,"182,56","184,66","182,11","184,57","183,90",48 983 000
8 mai 2024,"182,85","183,07","181,45","182,74","182,08",45 057 100
7 mai 2024,"183,45","184,90","181,32","182,40","181,74",77 305 800
6 mai 2024,"182,35","184,20","180,42","181,71","181,05",78 569 700
3 mai 2024,"186,65","187,00","182,66","183,38","182,72",163 224 100
2 mai 2024,"172,51","173,42","170,89","173,03","172,41",94 214 900
1 mai 2024,"169,58","172,71","169,11","169,30","168,69",50 383 100
30 avr. 2024,"173,33","174,99","170,00","170,33","169,72",65 934 800
29 avr. 2024,"173,37","176,03","173,10","173,50","172,87",68 169 400
26 avr. 2024,"169,88","171,34","169,18","169,30","168,69",44 838 400
25 avr. 2024,"169,53","170,61","168,15","169,89","169,28",50 558 300
24 avr. 2024,"166,54","169,30","166,21","169,02","168,41",48 251 800
23 avr. 2024,"165,35","167,05","164,92","166,90","166,30",49 537 800
22 avr. 2024,"165,52","167,26","164,77","165,84","165,24",48 116 400
19 avr. 2024,"166,21","166,40","164,08","165,00","164,41",67 772 100
18 avr. 2024,"168,03","168,64","166,55","167,04","166,44",43 122 900
17 avr. 2024,"169,61","170,65","168,00","168,00","167,39",50 901 200
16 avr. 2024,"171,75","173,76","168,27","169,38","168,77",73 711 200
15 avr. 2024,"175,36","176,63","172,50","172,69","172,07",73 531 800
12 avr. 2024,"174,26","178,36","174,21","176,55","175,91",101 593 300
11 avr. 2024,"168,34","175,46","168,16","175,04","174,41",91 070 300
10 avr. 2024,"168,80","169,09","167,11","167,78","167,18",49 709 300
9 avr. 2024,"168,70","170,08","168,35","169,67","169,06",42 451 200
8 avr. 2024,"169,03","169,20","168,24","168,45","167,84",37 425 500
5 avr. 2024,"169,59","170,39","168,95","169,58","168,97",42 055 200
4 avr. 2024,"170,29","171,92","168,82","168,82","168,21",53 704 400
3 avr. 2024,"168,79","170,68","168,58","169,65","169,04",47 691 700
2 avr. 2024,"169,08","169,34","168,23","168,84","168,23",49 329 500
1 avr. 2024,"171,19","171,25","169,48","170,03","169,42",46 240 500
28 mars 2024,"171,75","172,23","170,51","171,48","170,86",65 672 700
27 mars 2024,"170,41","173,60","170,11","173,31","172,69",60 273 300
26 mars 2024,"170,00","171,42","169,58","169,71","169,10",57 388 400
25 mars 2024,"170,57","171,94","169,45","170,85","170,23",54 288 300
22 mars 2024,"171,76","173,05","170,06","172,28","171,66",71 106 600
21 mars 2024,"177,05","177,49","170,84","171,37","170,75",106 181 300
20 mars 2024,"175,72","178,67","175,09","178,67","178,03",53 423 100
19 mars 2024,"174,34","176,61","173,03","176,08","175,45",55 215 200
18 mars 2024,"175,57","177,71","173,52","173,72","173,09",75 604 200
15 mars 2024,"171,17","172,62","170,29","172,62","172,00",121 664 700
14 mars 2024,"172,91","174,31","172,05","173,00","172,38",72 913 500
13 mars 2024,"172,77","173,19","170,76","171,13","170,51",52 488 700
12 mars 2024,"173,15","174,03","171,01","173,23","172,61",59 825 400
11 mars 2024,"172,94","174,38","172,05","172,75","172,13",60 139 500
8 mars 2024,"169,00","173,70","168,94","170,73","170,11",76 114 600
7 mars 2024,"169,15","170,73","168,49","169,00","168,39",71 765 100
6 mars 2024,"171,06","171,24","168,68","169,12","168,51",68 587 700
5 mars 2024,"170,76","172,04","169,62","170,12","169,51",95 132 400
4 mars 2024,"176,15","176,90","173,79","175,10","174,47",81 510 100
1 mars 2024,"179,55","180,53","177,38","179,66","179,01",73 488 000
29 févr. 2024,"181,27","182,57","179,53","180,75","180,10",136 682 600
28 févr. 2024,"182,51","183,12","180,13","181,42","180,77",48 953 900
27 févr. 2024,"181,10","183,92","179,56","182,63","181,97",54 318 900
26 févr. 2024,"182,24","182,76","180,65","181,16","180,51",40 867 400
23 févr. 2024,"185,01","185,04","182,23","182,52","181,86",45 119 700
22 févr. 2024,"183,48","184,96","182,46","184,37","183,71",52 292 200
21 févr. 2024,"181,94","182,89","180,66","182,32","181,66",41 529 700
20 févr. 2024,"181,79","182,43","180,00","181,56","180,91",53 665 600
16 févr. 2024,"183,42","184,85","181,67","182,31","181,65",49 701 400
15 févr. 2024,"183,55","184,49","181,35","183,86","183,20",65 434 500
14 févr. 2024,"185,32","185,53","182,44","184,15","183,49",54 630 500
13 févr. 2024,"185,77","186,21","183,51","185,04","184,37",56 529 500
12 févr. 2024,"188,42","188,67","186,79","187,15","186,48",41 781 900
9 févr. 2024,"188,65","189,99","188,00","188,85","188,17",45 155 200
8 févr. 2024,"189,39","189,54","187,35","188,32","187,40",40 962 000
7 févr. 2024,"190,64","191,05","188,61","189,41","188,49",53 439 000
6 févr. 2024,"186,86","189,31","186,77","189,30","188,38",43 490 800
5 févr. 2024,"188,15","189,25","185,84","187,68","186,77",69 668 800
2 févr. 2024,"179,86","187,33","179,25","185,85","184,94",102 518 000
1 févr. 2024,"183,99","186,95","183,82","186,86","185,95",64 885 400
31 janv. 2024,"187,04","187,10","184,35","184,40","183,50",55 467 800
30 janv. 2024,"190,94","191,80","187,47","188,04","187,12",55 859 400
29 janv. 2024,"192,01","192,20","189,58","191,73","190,80",47 145 600
26 janv. 2024,"194,27","194,76","191,94","192,42","191,48",44 594 000
25 janv. 2024,"195,22","196,27","193,11","194,17","193,22",54 822 100
24 janv. 2024,"195,42","196,38","194,34","194,50","193,55",53 631 300
23 janv. 2024,"195,02","195,75","193,83","195,18","194,23",42 355 600
22 janv. 2024,"192,30","195,33","192,26","193,89","192,94",60 133 900
19 janv. 2024,"189,33","191,95","188,82","191,56","190,63",68 741 000
18 janv. 2024,"186,09","189,14","185,83","188,63","187,71",78 005 800
17 janv. 2024,"181,27","182,93","180,30","182,68","181,79",47 317 400
16 janv. 2024,"182,16","184,26","180,93","183,63","182,73",65 603 000
12 janv. 2024,"186,06","186,74","185,19","185,92","185,01",40 444 700
11 janv. 2024,"186,54","187,05","183,62","185,59","184,69",49 128 400
10 janv. 2024,"184,35","186,40","183,92","186,19","185,28",46 792 900
9 janv. 2024,"183,92","185,15","182,73","185,14","184,24",42 841 800
8 janv. 2024,"182,09","185,60","181,50","185,56","184,66",59 144 500
5 janv. 2024,"181,99","182,76","180,17","181,18","180,30",62 303 300
4 janv. 2024,"182,15","183,09","180,88","181,91","181,02",71 983 600
3 janv. 2024,"184,22","185,88","183,43","184,25","183,35",58 414 500
2 janv. 2024,"187,15","188,44","183,89","185,64","184,73",82 488 700
29 déc. 2023,"193,90","194,40","191,73","192,53","191,59",42 628 800
28 déc. 2023,"194,14","194,66","193,17","193,58","192,64",34 049 900
27 déc. 2023,"192,49","193,50","191,09","193,15","192,21",48 087 700
26 déc. 2023,"193,61","193,89","192,83","193,05","192,11",28 919 300
22 déc. 2023,"195,18","195,41","192,97","193,60","192,66",37 122 800
21 déc. 2023,"196,10","197,08","193,50","194,68","193,73",46 482 500
20 déc. 2023,"196,90","197,68","194,83","194,83","193,88",52 242 800
19 déc. 2023,"196,16","196,95","195,89","196,94","195,98",40 714 100
18 déc. 2023,"196,09","196,63","194,39","195,89","194,93",55 751 900
15 déc. 2023,"197,53","198,40","197,00","197,57","196,61",128 256 700
14 déc. 2023,"198,02","199,62","196,16","198,11","197,14",66 831 600
13 déc. 2023,"195,09","198,00","194,85","197,96","196,99",70 404 200
12 déc. 2023,"193,08","194,72","191,72","194,71","193,76",52 696 900
11 déc. 2023,"193,11","193,49","191,42","193,18","192,24",60 943 700
8 déc. 2023,"194,20","195,99","193,67","195,71","194,76",53 377 300
7 déc. 2023,"193,63","195,00","193,59","194,27","193,32",47 477 700
6 déc. 2023,"194,45","194,76","192,11","192,32","191,38",41 089 700
5 déc. 2023,"190,21","194,40","190,18","193,42","192,48",66 628 400
4 déc. 2023,"189,98","190,05","187,45","189,43","188,51",43 389 500
1 déc. 2023,"190,33","191,56","189,23","191,24","190,31",45 679 300
30 nov. 2023,"189,84","190,32","188,19","189,95","189,02",48 794 400
29 nov. 2023,"190,90","192,09","188,97","189,37","188,45",43 014 200
28 nov. 2023,"189,78","191,08","189,40","190,40","189,47",38 415 400
27 nov. 2023,"189,92","190,67","188,90","189,79","188,86",40 552 600
24 nov. 2023,"190,87","190,90","189,25","189,97","189,04",24 048 300
22 nov. 2023,"191,49","192,93","190,83","191,31","190,38",39 617 700
21 nov. 2023,"191,41","191,52","189,74","190,64","189,71",38 134 500
20 nov. 2023,"189,89","191,91","189,88","191,45","190,52",46 505 100
17 nov. 2023,"190,25","190,38","188,57","189,69","188,77",50 922 700
16 nov. 2023,"189,57","190,96","188,65","189,71","188,79",54 412 900
15 nov. 2023,"187,85","189,50","187,78","188,01","187,09",53 790 500
14 nov. 2023,"187,70","188,11","186,30","187,44","186,53",60 108 400
13 nov. 2023,"185,82","186,03","184,21","184,80","183,90",43 627 500
10 nov. 2023,"183,97","186,57","183,53","186,40","185,49",66 133 400
9 nov. 2023,"182,96","184,12","181,81","182,41","181,28",53 763 500
8 nov. 2023,"182,35","183,45","181,59","182,89","181,76",49 340 300
7 nov. 2023,"179,18","182,44","178,97","181,82","180,70",70 530 000
6 nov. 2023,"176,38","179,43","176,21","179,23","178,12",63 841 300
3 nov. 2023,"174,24","176,82","173,35","176,65","175,56",79 763 700
2 nov. 2023,"175,52","177,78","175,46","177,57","176,47",77 334 800
1 nov. 2023,"171,00","174,23","170,12","173,97","172,89",56 934 900
31 oct. 2023,"169,35","170,90","167,90","170,77","169,71",44 846 000
30 oct. 2023,"169,02","171,17","168,87","170,29","169,24",51 131 000
27 oct. 2023,"166,91","168,96","166,83","168,22","167,18",58 499 100
26 oct. 2023,"170,37","171,38","165,67","166,89","165,86",70 625 300
25 oct. 2023,"171,88","173,06","170,65","171,10","170,04",57 157 000
24 oct. 2023,"173,05","173,67","171,45","173,44","172,37",43 816 600
23 oct. 2023,"170,91","174,01","169,93","173,00","171,93",55 980 100
20 oct. 2023,"175,31","175,42","172,64","172,88","171,81",64 189 300
19 oct. 2023,"176,04","177,84","175,19","175,46","174,37",59 302 900
18 oct. 2023,"175,58","177,58","175,11","175,84","174,75",54 764 400
17 oct. 2023,"176,65","178,42","174,80","177,15","176,05",57 549 400
16 oct. 2023,"176,75","179,08","176,51","178,72","177,61",52 517 000
13 oct. 2023,"181,42","181,93","178,14","178,85","177,74",51 427 100
12 oct. 2023,"180,07","182,34","179,04","180,71","179,59",56 743 100
11 oct. 2023,"178,20","179,85","177,60","179,80","178,69",47 551 100
10 oct. 2023,"178,10","179,72","177,95","178,39","177,29",43 698 000
9 oct. 2023,"176,81","179,05","175,80","178,99","177,88",42 390 800
6 oct. 2023,"173,80","177,99","173,18","177,49","176,39",57 224 100
5 oct. 2023,"173,79","175,45","172,68","174,91","173,83",48 527 900
4 oct. 2023,"171,09","174,21","170,97","173,66","172,59",53 020 300
3 oct. 2023,"172,26","173,63","170,82","172,40","171,33",49 594 600
2 oct. 2023,"171,22","174,30","170,93","173,75","172,68",52 164 500
29 sept. 2023,"172,02","173,07","170,34","171,21","170,15",51 814 200
28 sept. 2023,"169,34","172,03","167,62","170,69","169,63",56 294 400
27 sept. 2023,"172,62","173,04","169,05","170,43","169,38",66 921 800
26 sept. 2023,"174,82","175,20","171,66","171,96","170,90",64 588 900
25 sept. 2023,"174,20","176,97","174,15","176,08","174,99",46 172 700
22 sept. 2023,"174,67","177,08","174,05","174,79","173,71",56 725 400
21 sept. 2023,"174,55","176,30","173,86","173,93","172,85",63 047 900
20 sept. 2023,"179,26","179,70","175,40","175,49","174,40",58 436 200
19 sept. 2023,"177,52","179,63","177,13","179,07","177,96",51 826 900
18 sept. 2023,"176,48","179,38","176,17","177,97","176,87",67 257 600
15 sept. 2023,"176,48","176,50","173,82","175,01","173,93",109 205 100
14 sept. 2023,"174,00","176,10","173,58","175,74","174,65",60 895 800
13 sept. 2023,"176,51","177,30","173,98","174,21","173,13",84 267 900
12 sept. 2023,"179,49","180,13","174,82","176,30","175,21",90 370 200
11 sept. 2023,"180,07","180,30","177,34","179,36","178,25",58 953 100
8 sept. 2023,"178,35","180,24","177,79","178,18","177,08",65 551 300
7 sept. 2023,"175,18","178,21","173,54","177,56","176,46",112 488 800
6 sept. 2023,"188,40","188,85","181,47","182,91","181,78",81 755 800
5 sept. 2023,"188,28","189,98","187,61","189,70","188,53",45 280 000
1 sept. 2023,"189,49","189,92","188,28","189,46","188,29",45 732 600
31 août 2023,"187,84","189,12","187,48","187,87","186,71",60 794 500
30 août 2023,"184,94","187,85","184,74","187,65","186,49",60 813 900
29 août 2023,"179,70","184,90","179,50","184,12","182,98",53 003 900
28 août 2023,"180,09","180,59","178,55","180,19","179,08",43 820 700
25 août 2023,"177,38","179,15","175,82","178,61","177,51",51 449 600
24 août 2023,"180,67","181,10","176,01","176,38","175,29",54 945 800
23 août 2023,"178,52","181,55","178,33","181,12","180,00",52 722 800
22 août 2023,"177,06","177,68","176,25","177,23","176,13",42 084 200
21 août 2023,"175,07","176,13","173,74","175,84","174,75",46 311 900
18 août 2023,"172,30","175,10","171,96","174,49","173,41",61 114 200
17 août 2023,"177,14","177,51","173,48","174,00","172,92",66 062 900
16 août 2023,"177,13","178,54","176,50","176,57","175,48",46 964 900
15 août 2023,"178,88","179,48","177,05","177,45","176,35",43 622 600
14 août 2023,"177,97","179,69","177,31","179,46","178,35",43 675 600
11 août 2023,"177,32","178,62","176,55","177,79","176,69",51 988 100
10 août 2023,"179,48","180,75","177,60","177,97","176,63",54 686 900
9 août 2023,"180,87","180,93","177,01","178,19","176,85",60 378 500
8 août 2023,"179,69","180,27","177,58","179,80","178,45",67 823 000
7 août 2023,"182,13","183,13","177,35","178,85","177,50",97 576 100
4 août 2023,"185,52","187,38","181,92","181,99","180,62",115 799 700
3 août 2023,"191,57","192,37","190,69","191,17","189,73",61 235 200
2 août 2023,"195,04","195,18","191,85","192,58","191,13",50 389 300
1 août 2023,"196,24","196,73","195,28","195,61","194,14",35 175 100
31 juil. 2023,"196,06","196,49","195,26","196,45","194,97",38 824 100
28 juil. 2023,"194,67","196,63","194,14","195,83","194,36",48 291 400
27 juil. 2023,"196,02","197,20","192,55","193,22","191,77",47 460 200
26 juil. 2023,"193,67","195,64","193,32","194,50","193,04",47 471 900
25 juil. 2023,"193,33","194,44","192,92","193,62","192,16",37 283 200
24 juil. 2023,"193,41","194,91","192,25","192,75","191,30",45 377 800
21 juil. 2023,"194,10","194,97","191,23","191,94","190,50",71 917 800
20 juil. 2023,"195,09","196,47","192,50","193,13","191,68",59 581 200
19 juil. 2023,"193,10","198,23","192,65","195,10","193,63",80 507 300
18 juil. 2023,"193,35","194,33","192,42","193,73","192,27",48 353 800
17 juil. 2023,"191,90","194,32","191,81","193,99","192,53",50 520 200
14 juil. 2023,"190,23","191,18","189,63","190,69","189,26",41 573 900
13 juil. 2023,"190,50","191,19","189,78","190,54","189,11",41 342 300
12 juil. 2023,"189,68","191,70","188,47","189,77","188,34",60 750 200
11 juil. 2023,"189,16","189,30","186,60","188,08","186,66",46 638 100
10 juil. 2023,"189,26","189,99","187,04","188,61","187,19",59 922 200
7 juil. 2023,"191,41","192,67","190,24","190,68","189,25",46 778 000
6 juil. 2023,"189,84","192,02","189,20","191,81","190,37",45 094 300
5 juil. 2023,"191,57","192,98","190,62","191,33","189,89",46 920 300
3 juil. 2023,"193,78","193,88","191,76","192,46","191,01",31 458 200
30 juin 2023,"191,63","194,48","191,26","193,97","192,51",85 069 600
29 juin 2023,"189,08","190,07","188,94","189,59","188,16",46 347 300
28 juin 2023,"187,93","189,90","187,60","189,25","187,83",51 216 800
27 juin 2023,"185,89","188,39","185,67","188,06","186,64",50 730 800
26 juin 2023,"186,83","188,05","185,23","185,27","183,88",48 088 700
23 juin 2023,"185,55","187,56","185,01","186,68","185,28",53 079 300
22 juin 2023,"183,74","187,05","183,67","187,00","185,59",51 245 300
21 juin 2023,"184,90","185,41","182,59","183,96","182,58",49 515 700
20 juin 2023,"184,41","186,10","184,41","185,01","183,62",49 799 100
16 juin 2023,"186,73","186,99","184,27","184,92","183,53",101 235 600
15 juin 2023,"183,96","186,52","183,78","186,01","184,61",65 433 200
14 juin 2023,"183,37","184,39","182,02","183,95","182,57",57 462 900
13 juin 2023,"182,80","184,15","182,44","183,31","181,93",54 929 100
12 juin 2023,"181,27","183,89","180,97","183,79","182,41",54 274 900
9 juin 2023,"181,50","182,23","180,63","180,96","179,60",48 870 700
8 juin 2023,"177,90","180,84","177,46","180,57","179,21",50 214 900
7 juin 2023,"178,44","181,21","177,32","177,82","176,48",61 944 600
6 juin 2023,"179,97","180,12","177,43","179,21","177,86",64 848 400
5 juin 2023,"182,63","184,95","178,04","179,58","178,23",121 946 500
2 juin 2023,"181,03","181,78","179,26","180,95","179,59",61 945 900
1 juin 2023,"177,70","180,12","176,93","180,09","178,73",68 901 800
31 mai 2023,"177,33","179,35","176,76","177,25","175,92",99 625 300
30 mai 2023,"176,96","178,99","176,57","177,30","175,97",55 964 400
26 mai 2023,"173,32","175,77","173,11","175,43","174,11",54 835 000
25 mai 2023,"172,41","173,90","171,69","172,99","171,69",56 058 300
24 mai 2023,"171,09","172,42","170,52","171,84","170,55",45 143 500
23 mai 2023,"173,13","173,38","171,28","171,56","170,27",50 747 300
22 mai 2023,"173,98","174,71","173,45","174,20","172,89",43 570 900
19 mai 2023,"176,39","176,39","174,94","175,16","173,84",55 772 400
18 mai 2023,"173,00","175,24","172,58","175,05","173,73",65 496 700
17 mai 2023,"171,71","172,93","170,42","172,69","171,39",57 951 600
16 mai 2023,"171,99","173,14","171,80","172,07","170,78",42 110 300
15 mai 2023,"173,16","173,21","171,47","172,07","170,78",37 266 700
12 mai 2023,"173,62","174,06","171,00","172,57","171,27",45 497 800
11 mai 2023,"173,85","174,59","172,17","173,75","172,20",49 514 700
10 mai 2023,"173,02","174,03","171,90","173,56","172,02",53 724 500
9 mai 2023,"173,05","173,54","171,60","171,77","170,24",45 326 900
8 mai 2023,"172,48","173,85","172,11","173,50","171,96",55 962 800
5 mai 2023,"170,98","174,30","170,76","173,57","172,03",113 316 400
4 mai 2023,"164,89","167,04","164,31","165,79","164,32",81 235 400
3 mai 2023,"169,50","170,92","167,16","167,45","165,96",65 136 000
2 mai 2023,"170,09","170,35","167,54","168,54","167,04",48 425 700
1 mai 2023,"169,28","170,45","168,64","169,59","168,08",52 472 900
28 avr. 2023,"168,49","169,85","167,88","169,68","168,17",55 209 200
27 avr. 2023,"165,19","168,56","165,19","168,41","166,91",64 902 300
26 avr. 2023,"163,06","165,28","162,80","163,76","162,30",45 498 800
25 avr. 2023,"165,19","166,31","163,73","163,77","162,31",48 714 100
24 avr. 2023,"165,00","165,60","163,89","165,33","163,86",41 949 600
21 avr. 2023,"165,05","166,45","164,49","165,02","163,55",58 337 300
20 avr. 2023,"166,09","167,87","165,56","166,65","165,17",52 456 400
19 avr. 2023,"165,80","168,16","165,54","167,63","166,14",47 720 200
18 avr. 2023,"166,10","167,41","165,65","166,47","164,99",49 923 000
17 avr. 2023,"165,09","165,39","164,03","165,23","163,76",41 516 200
14 avr. 2023,"164,59","166,32","163,82","165,21","163,74",49 386 500
13 avr. 2023,"161,63","165,80","161,42","165,56","164,09",68 445 600
12 avr. 2023,"161,22","162,06","159,78","160,10","158,68",50 133 100
11 avr. 2023,"162,35","162,36","160,51","160,80","159,37",47 644 200
10 avr. 2023,"161,42","162,03","160,08","162,03","160,59",47 716 900
6 avr. 2023,"162,43","164,96","162,00","164,66","163,20",45 390 100
5 avr. 2023,"164,74","165,05","161,80","163,76","162,30",51 511 700
4 avr. 2023,"166,60","166,84","165,11","165,63","164,16",46 278 300
3 avr. 2023,"164,27","166,29","164,22","166,17","164,69",56 976 200
31 mars 2023,"162,44","165,00","161,91","164,90","163,43",68 749 800
30 mars 2023,"161,53","162,47","161,27","162,36","160,92",49 501 700
29 mars 2023,"159,37","161,05","159,35","160,77","159,34",51 305 700
28 mars 2023,"157,97","158,49","155,98","157,65","156,25",45 992 200
27 mars 2023,"159,94","160,77","157,87","158,28","156,87",52 390 300
24 mars 2023,"158,86","160,34","157,85","160,25","158,82",59 196 500
23 mars 2023,"158,83","161,55","157,68","158,93","157,52",67 622 100
22 mars 2023,"159,30","162,14","157,81","157,83","156,43",75 701 800
21 mars 2023,"157,32","159,40","156,54","159,28","157,86",73 938 300
20 mars 2023,"155,07","157,82","154,15","157,40","156,00",73 641 400
17 mars 2023,"156,08","156,74","154,28","155,00","153,62",98 944 600
16 mars 2023,"152,16","156,46","151,64","155,85","154,46",76 161 100
15 mars 2023,"151,19","153,25","149,92","152,99","151,63",77 167 900
14 mars 2023,"151,28","153,40","150,10","152,59","151,23",73 695 900
13 mars 2023,"147,81","153,14","147,70","150,47","149,13",84 457 100
10 mars 2023,"150,21","150,94","147,61","148,50","147,18",68 572 400
9 mars 2023,"153,56","154,54","150,23","150,59","149,25",53 833 600
8 mars 2023,"152,81","153,47","151,83","152,87","151,51",47 204 800
7 mars 2023,"153,70","154,03","151,13","151,60","150,25",56 182 000
6 mars 2023,"153,79","156,30","153,46","153,83","152,46",87 558 000
3 mars 2023,"148,04","151,11","147,33","151,03","149,69",70 732 300
2 mars 2023,"144,38","146,71","143,90","145,91","144,61",52 238 100
1 mars 2023,"146,83","147,23","145,01","145,31","144,02",55 479 000
28 févr. 2023,"147,05","149,08","146,83","147,41","146,10",50 547 000
27 févr. 2023,"147,71","149,17","147,45","147,92","146,60",44 998 500
24 févr. 2023,"147,11","147,19","145,72","146,71","145,40",55 469 600
23 févr. 2023,"150,09","150,34","147,24","149,40","148,07",48 394 200
22 févr. 2023,"148,87","149,95","147,16","148,91","147,59",51 011 300
21 févr. 2023,"150,20","151,30","148,41","148,48","147,16",58 867 200
17 févr. 2023,"152,35","153,00","150,85","152,55","151,19",59 144 100
16 févr. 2023,"153,51","156,33","153,35","153,71","152,34",68 167 900
15 févr. 2023,"153,11","155,50","152,88","155,33","153,95",65 573 800
14 févr. 2023,"152,12","153,77","150,86","153,20","151,84",61 707 600
13 févr. 2023,"150,95","154,26","150,92","153,85","152,48",62 199 000
10 févr. 2023,"149,46","151,34","149,22","151,01","149,67",57 450 700
9 févr. 2023,"153,78","154,33","150,42","150,87","149,30",56 007 100
8 févr. 2023,"153,88","154,58","151,17","151,92","150,34",64 120 100
7 févr. 2023,"150,64","155,23","150,64","154,65","153,04",83 322 600
6 févr. 2023,"152,57","153,10","150,78","151,73","150,15",69 858 300
3 févr. 2023,"148,03","157,38","147,83","154,50","152,89",154 357 300
2 févr. 2023,"148,90","151,18","148,17","150,82","149,25",118 339 000
1 févr. 2023,"143,97","146,61","141,32","145,43","143,92",77 663 600
31 janv. 2023,"142,70","144,34","142,28","144,29","142,79",65 874 500
30 janv. 2023,"144,96","145,55","142,85","143,00","141,51",64 015 300
27 janv. 2023,"143,16","147,23","143,08","145,93","144,41",70 555 800
26 janv. 2023,"143,17","144,25","141,90","143,96","142,46",54 105 100
25 janv. 2023,"140,89","142,43","138,81","141,86","140,38",65 799 300
24 janv. 2023,"140,31","143,16","140,30","142,53","141,05",66 435 100
23 janv. 2023,"138,12","143,32","137,90","141,11","139,64",81 760 300
20 janv. 2023,"135,28","138,02","134,22","137,87","136,44",80 223 600
19 janv. 2023,"134,08","136,25","133,77","135,27","133,86",58 280 400
18 janv. 2023,"136,82","138,61","135,03","135,21","133,80",69 672 800
17 janv. 2023,"134,83","137,29","134,13","135,94","134,53",63 646 600
13 janv. 2023,"132,03","134,92","131,66","134,76","133,36",57 809 700
12 janv. 2023,"133,88","134,26","131,44","133,41","132,02",71 379 600
11 janv. 2023,"131,25","133,51","130,46","133,49","132,10",69 458 900
10 janv. 2023,"130,26","131,26","128,12","130,73","129,37",63 896 200
9 janv. 2023,"130,47","133,41","129,89","130,15","128,80",70 790 800
